city,state,coast,title,price,link,room_type,max_guests,num_rooms,num_beds,num_baths,rating,reviews,rating_Cleanliness,rating_Accuracy,rating_Communication,rating_Location,rating_Check-in,rating_Value,superhost,house_rules,num_of_amenities,available_amenities
Dallas,Texas,Central,Bishop Arts Hotel Suite 4,"$99 
night
$99 per night",https://www.airbnb.com/rooms/46620346?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Apartment in Dallas,3,1,1,1.0,4.80 ,181,4.9,4.8,4.8,4.9,4.9,4.7,Superhost,"['3 guests maximum', 'No pets', 'Check-in: 4:00 PM - 10:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",30,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with standard cable']"
Dallas,Texas,Central,Luminous Lakewood Studio Near White Rock Lake,"$99 
night
$99 per night",https://www.airbnb.com/rooms/845791738735742894?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-14&check_out=2023-05-19&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Home in Dallas,3,1,2,1.0,5.0 ,8,5.0,5.0,5.0,5.0,5.0,4.9,-,"['3 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",45,"['Garden view', 'Kitchen', 'Wifi', 'Free parking on premises', '32"" HDTV with Netflix']"
Dallas,Texas,Central,Luxury Longhorn/Free Wine &Coffee/Airport/Queen,"$120 
$107 
night
$107 per night, originally $120",https://www.airbnb.com/rooms/578104344837004294?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Apartment in Irving,3,1,2,1.0,4.90 ,105,4.9,4.9,5.0,4.9,4.8,4.9,Superhost,"['3 guests maximum', 'No pets', 'Check-in: 4:00 PM - 1:00 AM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with lockbox', 'Commercial photography allowed', 'No parties or events', 'No smoking']",72,"['Canal view', 'Lake view', 'Waterfront', 'Kitchen', 'Wifi']"
Dallas,Texas,Central,Quaint Guest Cottage Highland Park/Dallas,"$163 
night
$163 per night",https://www.airbnb.com/rooms/10573546?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Guesthouse in Dallas,2,1,1,1.0,4.96 ,220,5.0,5.0,5.0,5.0,5.0,4.9,Superhost,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",43,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free street parking', 'TV with standard cable']"
Dallas,Texas,Central,"Single bed room ,private entry","$37 
$30 
night
$30 per night, originally $37",https://www.airbnb.com/rooms/862429747314905592?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-07-17&check_out=2023-07-24&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Private room in Dallas,2,1,1,1.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'Pets allowed', 'Check-in: 3:00 PM - 11:00 PM', 'Checkout before 11:00 AM', 'No commercial photography', 'No parties or events', 'No smoking']",8,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Dallas,Texas,Central,French Chic - Parking- HP/Uptown/Design D/Oak Lawn,"$90 
$75 
night
$75 per night, originally $90",https://www.airbnb.com/rooms/20848408?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Apartment in Dallas,2,1,1,1.0,4.84 ,146,4.9,4.9,4.9,4.9,5.0,4.8,Superhost,"['2 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 10:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",35,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Dallas,Texas,Central,Sonder at Butler Brothers | One-Bedroom Apartment,"$129 
night
$129 per night",https://www.airbnb.com/rooms/41107621?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Apartment in Dallas,4,1,1,0,4.40 ,889,4.6,4.5,4.5,4.4,4.5,4.5,-,"['4 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",31,"['Kitchen', 'Wifi', 'TV', 'Elevator', 'Washer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Dallas,Texas,Central,🔥 Amazing Spacious Condo - Fully Sanitized 🌟 WFH 💻,"$85 
night
$85 per night",https://www.airbnb.com/rooms/38128525?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=f38391c2-6ee0-44a6-9679-af1ae4f15f09,Condo in Dallas,3,1,2,2.0,4.83 ,99,4.8,4.9,4.9,4.9,4.9,4.8,-,"['3 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with lockbox', 'No parties or events', 'No smoking']",34,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free street parking', '55"" HDTV with Amazon Prime Video, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, Roku', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Dallas,Texas,Central,Clean & Modern - Amazing Views!,"$98 
night
$98 per night",https://www.airbnb.com/rooms/755761705828533128?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,2,1,1,1.0,4.15 ,20,4.0,4.2,4.4,4.2,4.7,4.0,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 10:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",52,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free residential garage on premises – 2 spaces', '55"" HDTV with Roku']"
Dallas,Texas,Central,"Cozy Penthouse with view, Near Downtown","$135 
$108 
night
$108 per night, originally $135",https://www.airbnb.com/rooms/671800936688573113?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,3,1,2,1.0,-,-,-,-,-,-,-,-,-,"['3 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'No commercial photography', 'No parties or events', 'No smoking']",41,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking garage on premises – 1 space', 'Pool']"
Dallas,Texas,Central,Charming 1BR Near Mall & Nature,"$66 
$59 
night
$59 per night, originally $66",https://www.airbnb.com/rooms/829608521518196829?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,4,1,1,1.0,-,2,-,-,-,-,-,-,Superhost,"['4 guests maximum', 'Pets allowed', 'Check-in after 3:00 PM', 'Checkout before 10:00 AM', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",41,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']"
Dallas,Texas,Central,Charming 1 BR/1BA Studio by White Rock Lake!,"$102 
$90 
night
$90 per night, originally $102",https://www.airbnb.com/rooms/36028885?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-18&check_out=2023-05-25&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,2,1,1,1.0,4.95 ,154,5.0,4.9,5.0,4.9,5.0,5.0,Superhost,"['2 guests maximum', 'No pets', 'Check-in: 4:00 PM - 11:00 PM', 'Checkout before 11:00 AM', 'Self check-in with lockbox', 'No parties or events', 'No smoking']",42,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Free washer – In unit', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Dallas,Texas,Central,*Love Field* Pearl Room,"$41 
night
$41 per night",https://www.airbnb.com/rooms/562338071085425887?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-18&check_out=2023-05-23&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Private room in Dallas,1,1,1,1.0,4.85 ,82,4.9,4.9,5.0,4.8,4.9,4.8,Superhost,"['1 guest maximum', 'No pets', 'Check-in: 3:00 PM - 10:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with keypad', 'No parties or events', 'No smoking']",41,"['Kitchen', 'Fast wifi – 419 Mbps', 'Dedicated workspace', 'Free parking on premises', '32"" HDTV with Amazon Prime Video, Hulu, Netflix, Roku']"
Dallas,Texas,Central,"King Bed - Retro West Village, Katy trail","$128 
$113 
night
$113 per night, originally $128",https://www.airbnb.com/rooms/878446713557976727?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,5,2,2,2.0,-,-,-,-,-,-,-,-,-,"['5 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'Commercial photography allowed', 'No parties or events', 'No smoking']",63,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool']"
Dallas,Texas,Central,DOWNTOWN DALLAS - LUXE 1BED 1BATH URBAN GETAWAY,"$80 
night
$80 per night",https://www.airbnb.com/rooms/550349285829171720?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,3,1,1,1.0,4.53 ,70,4.6,4.7,4.7,4.6,4.7,4.5,-,"['3 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with lockbox', 'No parties or events', 'No smoking']",36,"['Kitchen', 'Wifi', 'Free parking on premises', '55"" TV', 'Washer']"
Dallas,Texas,Central,AirBnB. Dallas. Near all the fun!,"$101 
night
$101 per night",https://www.airbnb.com/rooms/629739045613618938?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,5,1,2,1.0,4.83 ,101,4.8,4.9,4.9,5.0,4.9,4.9,-,"['5 guests maximum', 'Pets allowed', 'Check-in after 12:00 PM', 'Checkout before 10:00 AM', 'Self check-in with lockbox', 'No smoking']",37,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool - available seasonally']"
Dallas,Texas,Central,DOWNTOWN DALLAS - GLASSHOUSE LUXURY PAD,"$86 
night
$86 per night",https://www.airbnb.com/rooms/49320833?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,3,1,1,1.0,4.56 ,151,4.6,4.7,4.8,4.7,4.9,4.5,-,"['3 guests maximum', 'No pets', 'Check-in after 5:00 PM', 'Checkout before 11:00 AM', 'Self check-in with lockbox', 'No parties or events', 'No smoking']",44,"['Garden view', 'Courtyard view', 'Kitchen', 'Wifi', 'Dedicated workspace']"
Dallas,Texas,Central,Relaxing Private room minute frm Indoor Water Park,"$35 
night
$35 per night",https://www.airbnb.com/rooms/734013678872976178?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Private room in Grand Prairie,1,1,1,2.0,4.54 ,26,4.5,4.7,4.6,4.6,4.8,4.6,-,"['', '', '', 'Checkout before 2:00 PM', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",20,"['Garden view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises']"
Dallas,Texas,Central,"5 mins to Baylor *Free* Parking, Pool + Gym","$55 
night
$55 per night",https://www.airbnb.com/rooms/866841825596272542?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,4,1,2,1.0,-,-,-,-,-,-,-,-,-,"['4 guests maximum', 'Pets allowed', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with lockbox', 'No parties or events', 'No smoking']",40,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises']"
Dallas,Texas,Central,Private room with queen bed with wifi and desk,"$32 
night
$32 per night",https://www.airbnb.com/rooms/754322578093589640?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Private room in Irving,1,1,1,2.0,-,-,-,-,-,-,-,-,-,"['1 guest maximum', 'No pets', 'Check-in after 2:00 PM', 'Checkout before 12:00 PM', 'No commercial photography', 'No parties or events', 'No smoking']",10,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Dallas,Texas,Central,Affordable Studio Apartment Near Bishop Arts,"$47 
$42 
night
$42 per night, originally $47",https://www.airbnb.com/rooms/608704482158190925?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-15&check_out=2023-05-22&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Guest suite in Dallas,2,1,1,1.0,4.20 ,5,3.8,3.8,3.8,4.2,3.8,4.2,-,"['2 guests maximum', 'No pets', 'Check-in: 4:00 PM - 12:00 AM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",9,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Air conditioning']"
Dallas,Texas,Central,Cozysuites Lovely 1BR Prairie Crossing Apartment 4,"$87 
night
$87 per night",https://www.airbnb.com/rooms/880918451954417714?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Farmers Branch,2,1,1,1.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",37,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pool']"
Dallas,Texas,Central,Spacious Gated Lower Greenville Queen Apartment,"$102 
night
$102 per night",https://www.airbnb.com/rooms/577051186585433124?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,3,1,2,1.0,4.54 ,13,4.8,4.9,4.9,4.9,4.9,4.5,-,"['3 guests maximum', 'No pets', 'Check-in: 3:00 PM - 10:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",61,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared outdoor pool - available seasonally, open specific hours', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Dallas,Texas,Central,Alluring and Homey Studio near LowerGreenville,"$116 
$48 
night
$48 per night, originally $116",https://www.airbnb.com/rooms/802222404385322475?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-02&check_out=2023-05-07&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,2,1,1,1.0,5.0 ,3,5.0,5.0,5.0,5.0,5.0,5.0,Superhost,"['2 guests maximum', 'Pets allowed', 'Check-in after 4:00 PM', 'Checkout before 10:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",22,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']"
Dallas,Texas,Central,Private Room In Residence,"$41 
night
$41 per night",https://www.airbnb.com/rooms/872310865610618450?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Private room in Dallas,2,1,1,1.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'No commercial photography', 'No parties or events', 'No smoking']",10,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Dallas,Texas,Central,New 1 bedroom walk to Bishop Art,"$125 
$100 
night
$100 per night, originally $125",https://www.airbnb.com/rooms/877667458694872508?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-02&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=a5fb2085-873d-46de-b396-ecdc40724216,Apartment in Dallas,2,1,1,15.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",44,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Dallas,Texas,Central,Stylish 1BR Apt|NearDT|DeepEllum,"$126 
$39 
night
$39 per night, originally $126",https://www.airbnb.com/rooms/821690288074883580?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=1d4c66fe-7cb8-4492-b7bf-72af2733888c,Apartment in Dallas,4,1,1,1.0,3.33 ,3,3.3,3.7,3.7,3.7,5.0,3.3,Superhost,"['4 guests maximum', 'Pets allowed', 'Check-in after 4:00 PM', 'Checkout before 10:00 AM', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",29,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV']"
Dallas,Texas,Central,Luxury Highrise Heart of Dallas,"$65 
night
$65 per night",https://www.airbnb.com/rooms/821811094348072921?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=1d4c66fe-7cb8-4492-b7bf-72af2733888c,Apartment in Dallas,3,1,1,1.0,4.0 ,12,3.8,4.3,4.6,4.5,4.0,4.1,-,"['3 guests maximum', 'No pets', 'Check-in after 6:00 PM', 'Checkout before 11:00 AM', 'Commercial photography allowed', 'No parties or events', 'No smoking']",20,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises']"
