city,state,coast,title,price,link,room_type,max_guests,num_rooms,num_beds,num_baths,rating,reviews,rating_Cleanliness,rating_Accuracy,rating_Communication,rating_Location,rating_Check-in,rating_Value,superhost,house_rules,num_of_amenities,available_amenities
Seattle,Washington,West,A lovely lofted 1-bed/1-bath in Seattle,"$121 
night
$121 per night",https://www.airbnb.com/rooms/746603181658963814?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-02&check_out=2023-05-09&previous_page_section_name=1000&federated_search_id=a123ef1a-900d-46b9-b30d-3c341208aa28,Home in Seattle,4,1,2,1.0,4.93 ,27,5.0,5.0,5.0,4.8,5.0,4.8,Superhost,"['4 guests maximum', 'Pets allowed', 'Check-in: 3:00 PM - 10:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with keypad', 'No commercial photography', 'No parties or events', 'No smoking']",50,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']"
Seattle,Washington,West,"RT4 - Beautiful, Renovated End Unit 1 Bedroom Apt","$67 
$60 
night
$60 per night, originally $67",https://www.airbnb.com/rooms/855721057436107658?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=a123ef1a-900d-46b9-b30d-3c341208aa28,Apartment in Renton,3,1,1,1.0,4.33 ,3,4.7,4.3,5.0,4.0,5.0,5.0,-,"['3 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",50,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', '50"" HDTV with Roku']"
Seattle,Washington,West,Columbia City Gated Community Room 4- Wi-fi/Pet ok,"$50 
$43 
night
$43 per night, originally $50",https://www.airbnb.com/rooms/47032823?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=a123ef1a-900d-46b9-b30d-3c341208aa28,Private room in Seattle,2,1,1,3.0,4.93 ,27,4.8,4.9,4.9,4.8,4.8,4.8,Superhost,"['2 guests maximum', 'Pets allowed', 'Check-in: 3:00 PM - 10:00 PM', 'Checkout before 11:00 AM', 'Self check-in with smart lock', 'No parties or events', 'Smoking is allowed']",40,"['Kitchen', 'Fast wifi – 333 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']"
Seattle,Washington,West,Cozy Guest Suite with Private Patio,"$122 
$81 
night
$81 per night, originally $122",https://www.airbnb.com/rooms/49079534?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=a123ef1a-900d-46b9-b30d-3c341208aa28,Guest suite in Seattle,4,1,2,1.0,4.91 ,199,5.0,4.9,5.0,4.9,5.0,4.9,Superhost,"['4 guests maximum', 'No pets', 'Check-in: 4:00 PM - 10:00 PM', 'Checkout before 12:00 PM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",56,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises', '26"" TV with Hulu, Chromecast, Netflix, Amazon Prime Video']"
Seattle,Washington,West,Private Cottage 2 Beds & Bath 中文 Free Priv Parking,"$96 
$58 
night
$58 per night, originally $96",https://www.airbnb.com/rooms/578397269411721513?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Guesthouse in Seattle,0,0,0,0,4.82 ,74,,,,,,,Superhost,[],0,"['', '', '', '', '']"
Seattle,Washington,West,Woodland Queen bed #5,"$47 
night
$47 per night",https://www.airbnb.com/rooms/811813213699955393?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,2,1,1,1.0,4.75 ,8,4.8,4.8,5.0,4.8,4.4,4.9,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",46,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free street parking', 'TV']"
Seattle,Washington,West,Sunny Fremont bedroom with private bath,"$63 
night
$63 per night",https://www.airbnb.com/rooms/796674820107295558?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,2,1,1,1.0,4.88 ,17,4.8,4.8,4.8,5.0,4.9,4.8,Superhost,"['2 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",40,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Washer']"
Seattle,Washington,West,Cozy Bedroom 4 in U-District,"$56 
night
$56 per night",https://www.airbnb.com/rooms/879168195538512124?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,2,1,1,2.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 10:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",13,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Seattle,Washington,West,Sunny top floor private room,"$41 
$33 
night
$33 per night, originally $41",https://www.airbnb.com/rooms/878831074698579080?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-11-01&check_out=2023-11-06&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,1,1,1,1.0,-,-,-,-,-,-,-,-,Superhost,"['1 guest maximum', 'Check-in after 3:00 PM', 'Self check-in with lockbox']",49,"['Beach access', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises']"
Seattle,Washington,West,King Room Seattle Pioneer Square,"$171 
night
$171 per night",https://www.airbnb.com/rooms/625930302722099094?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Hotel room in Seattle,2,1,1,1.0,4.52 ,71,4.7,4.6,4.3,4.6,4.6,4.5,-,"['2 guests maximum', 'No pets', 'Check-in after 2:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",19,"['Wifi', '42"" HDTV with Chromecast', 'Air conditioning', 'Hair dryer', 'Refrigerator', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Seattle,Washington,West,Pigeon Point #1 Cute and cozy. 10 mins to DT Sea.,"$165 
$93 
night
$93 per night, originally $165",https://www.airbnb.com/rooms/32195610?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Townhouse in Seattle,4,2,2,2.0,4.83 ,270,4.9,4.9,5.0,4.8,5.0,4.8,Superhost,"['', '', '', 'Checkout before 11:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",34,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washer']"
Seattle,Washington,West,Private suite Santorini inspired in West Seattle,"$58 
$46 
night
$46 per night, originally $58",https://www.airbnb.com/rooms/720532657948979027?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-15&check_out=2023-05-20&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,2,1,1,1.0,5.0 ,8,5.0,5.0,5.0,5.0,5.0,5.0,Superhost,"['2 guests maximum', 'No pets', 'Check-in after 2:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",25,"['Courtyard view', 'Garden view', 'Wifi', 'Dedicated workspace', 'Free parking on premises']"
Seattle,Washington,West,The Guthman Apartment Near Downtown/Capitol Hill,"$144 
$55 
night
$55 per night, originally $144",https://www.airbnb.com/rooms/33149601?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Apartment in Seattle,2,1,1,1.0,4.77 ,155,4.8,4.8,5.0,4.8,5.0,4.7,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 10:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",34,"['Kitchen', 'Wifi', 'Free street parking', 'Free washer – In building', 'Free dryer – In building']"
Seattle,Washington,West,"1 BR, Access to Tacoma & Base","$60 
$48 
night
$48 per night, originally $60",https://www.airbnb.com/rooms/879645510038459881?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-07&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Apartment in Tacoma,3,1,1,1.0,-,-,-,-,-,-,-,-,-,"['3 guests maximum', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad']",11,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washer']"
Seattle,Washington,West,Immaculate tiny studio close to the beach,"$56 
$45 
night
$45 per night, originally $56",https://www.airbnb.com/rooms/28677425?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Apartment in Seattle,2,1,1,1.0,4.77 ,22,4.7,4.7,4.9,4.8,4.9,4.5,-,"['2 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",39,"['Mountain view', 'Ocean view', 'Public or shared beach access', 'Kitchen', 'Fast wifi – 178 Mbps']"
Seattle,Washington,West,The Router: Guest Inn II,"$101 
$76 
night
$76 per night, originally $101",https://www.airbnb.com/rooms/734253749577782710?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Guest suite in Lynnwood,2,1,1,1.0,4.84 ,19,4.9,4.8,5.0,5.0,4.9,5.0,-,"['2 guests maximum', 'Pets allowed', 'Check-in: 5:00 PM - 9:00 PM', 'Checkout before 9:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",33,"['Fast wifi – 116 Mbps', 'Free parking on premises', 'Pets allowed', '43"" HDTV with Roku', 'Free washer']"
Seattle,Washington,West,Ravenna/UW/Greenlake Private Room with Queen bed,"$53 
$48 
night
$48 per night, originally $53",https://www.airbnb.com/rooms/552931483276444551?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,2,1,1,1.0,4.72 ,29,4.5,4.8,4.9,4.8,4.8,4.7,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",21,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Washer']"
Seattle,Washington,West,Heart of West Seattle / 9m drive to Alki Beach,"$85 
$64 
night
$64 per night, originally $85",https://www.airbnb.com/rooms/49633326?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-06&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,2,1,1,1.0,4.91 ,87,4.9,4.9,5.0,4.9,5.0,4.8,-,"['2 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with keypad', 'No commercial photography', 'No parties or events', 'No smoking']",33,"['Fast wifi – 694 Mbps', 'Dedicated workspace', 'Free street parking', 'Bathtub', 'Hair dryer']"
Seattle,Washington,West,Adorable 1 B/1 B & Kitchen with private backyard,"$64 
night
$64 per night",https://www.airbnb.com/rooms/719207607004202848?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Home in Bothell,4,1,2,1.0,4.79 ,19,4.7,5.0,4.9,4.9,4.8,4.8,Superhost,"['4 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",37,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises', '59"" HDTV']"
Seattle,Washington,West,Modern Tukwila 2 bedroom Duplex Unit B,"$75 
$60 
night
$60 per night, originally $75",https://www.airbnb.com/rooms/836442442591749475?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Home in Tukwila,3,2,2,1.0,-,-,-,-,-,-,-,-,-,"['3 guests maximum', 'No pets', 'Check-in after 2:00 PM', 'Checkout before 9:00 AM', 'Commercial photography allowed', 'No parties or events', 'No smoking']",35,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Seattle,Washington,West,Art studio apartment,"$125 
$100 
night
$100 per night, originally $125",https://www.airbnb.com/rooms/874043662132140870?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-03&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Apartment in Seattle,3,1,1,1.0,-,-,-,-,-,-,-,-,-,"['3 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 1:00 PM', 'Quiet hours', 'Self check-in with lockbox', 'No commercial photography', 'No parties or events', 'No smoking']",16,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Seattle,Washington,West,NE room bus to DT free parking,"$64 
$51 
night
$51 per night, originally $64",https://www.airbnb.com/rooms/879891288472884269?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=e2207c50-dfee-411d-a129-8fe2996682f6,Private room in Seattle,1,1,1,1.0,-,-,-,-,-,-,-,-,-,"['1 guest maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",29,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Seattle,Washington,West,The Server: Convenient Backyard,"$119 
$72 
night
$72 per night, originally $119",https://www.airbnb.com/rooms/21951237?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=b1dec0a1-c8fb-4ce9-840c-52d4cc894c0c,Guest suite in Lynnwood,3,2,2,1.0,4.62 ,89,4.6,4.7,5.0,4.8,4.8,4.7,-,"['', '', '', 'Checkout before 9:00 AM', 'Quiet hours', 'Self check-in with lockbox', 'No commercial photography', 'No parties or events', 'No smoking']",46,"['Courtyard view', 'Kitchen', 'Fast wifi – 271 Mbps', 'Free parking on premises', 'Pets allowed']"
Seattle,Washington,West,Mercer Island! Modern 1 Bedroom with AC,"$109 
$87 
night
$87 per night, originally $109",https://www.airbnb.com/rooms/869096067119359174?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-03&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=b1dec0a1-c8fb-4ce9-840c-52d4cc894c0c,Apartment in Mercer Island,2,1,1,1.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'Pets allowed', 'Check-in: 4:00 PM - 9:00 PM', 'Checkout before 12:00 PM']",14,"['Kitchen', 'Wifi', 'Free parking on premises', 'Pets allowed', 'TV']"
Seattle,Washington,West,BEAUTIFUL VICTORIAN HOME UNIT 1,"$107 
$60 
night
$60 per night, originally $107",https://www.airbnb.com/rooms/27543539?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-06&check_out=2023-05-11&previous_page_section_name=1000&federated_search_id=b1dec0a1-c8fb-4ce9-840c-52d4cc894c0c,Condo in Tacoma,3,1,2,1.0,4.82 ,109,5.0,4.8,5.0,4.4,5.0,4.8,Superhost,"['3 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with keypad', 'No parties or events', 'No smoking']",44,"['Kitchen', 'Wifi', 'Free street parking', 'TV', 'Washer']"
