city,state,coast,title,price,link,room_type,max_guests,num_rooms,num_beds,num_baths,rating,reviews,rating_Cleanliness,rating_Accuracy,rating_Communication,rating_Location,rating_Check-in,rating_Value,superhost,house_rules,num_of_amenities,available_amenities
Miami,Florida,South,"Luxury Condo in Hotel, amenities Downtown/Brickell","$123 
night
$123 per night",https://www.airbnb.com/rooms/867401511570498462?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-14&check_out=2023-05-19&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Apartment in Miami,4,1,3,1.0,-,-,-,-,-,-,-,-,Superhost,"['4 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'Commercial photography allowed', 'No parties or events', 'No smoking']",56,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Shared pool - available all year, open specific hours']"
Miami,Florida,South,Bright Oasis Studio w/Private Deck + Playground,"$128 
$64 
night
$64 per night, originally $128",https://www.airbnb.com/rooms/41834821?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-21&check_out=2023-05-26&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Home in Miami,4,1,2,1.0,4.98 ,126,5.0,5.0,5.0,5.0,5.0,4.9,Superhost,"['4 guests maximum', 'Pets allowed', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'Self check-in with lockbox', 'No commercial photography', 'No parties or events', 'No smoking']",63,"['Garden view', 'Fast wifi – 821 Mbps', 'Dedicated workspace', 'Free parking on premises', 'Pets allowed']"
Miami,Florida,South,Wynwood Deluxe Studio with best amenities in area,"$105 
night
$105 per night",https://www.airbnb.com/rooms/677575955217679655?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-19&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Apartment in Miami,2,1,1,1.0,4.77 ,52,4.8,4.9,4.8,4.8,4.8,4.8,Superhost,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 12:00 PM', 'Quiet hours', 'Self check-in with smart lock', 'No commercial photography', 'No parties or events', 'No smoking']",59,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Shared outdoor pool - available all year, open specific hours, heated, rooftop']"
Miami,Florida,South,Nice Room #1 ONLY 1 GUEST in a family home,"$66 
$43 
night
$43 per night, originally $66",https://www.airbnb.com/rooms/6001131?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Private room in Virginia Gardens,0,0,0,0,4.80 ,575,,,,,,,-,[],0,"['', '', '', '', '']"
Miami,Florida,South,At Mine | Oriental Zen Queen Suite Free Parking,"$142 
$81 
night
$81 per night, originally $142",https://www.airbnb.com/rooms/639088516298888570?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-06&check_out=2023-05-11&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Apartment in Miami,2,1,1,1.0,4.89 ,444,4.9,4.8,5.0,4.8,5.0,4.8,Superhost,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",24,"['Wifi', 'Dedicated workspace', 'Free residential garage on premises', 'TV', 'AC - split type ductless system']"
Miami,Florida,South,Cozy Studio Hidden in the Tower,"$132 
$88 
night
$88 per night, originally $132",https://www.airbnb.com/rooms/53659799?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-11&check_out=2023-05-16&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Apartment in Coral Gables,3,1,1,1.0,4.73 ,40,4.7,4.8,4.9,5.0,5.0,4.6,Superhost,"['3 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'Smoking is allowed']",45,"['Courtyard view', 'City skyline view', 'Kitchen', 'Wifi', 'Free street parking', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Smoke alarm\nSmoke alarm']"
Miami,Florida,South,Z - Stylish Hotel Room at the Center of it All (3),"$82 
$58 
night
$58 per night, originally $82",https://www.airbnb.com/rooms/811566944093414538?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-22&check_out=2023-05-28&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Apartment in Miami,2,1,1,1.0,4.73 ,11,4.6,4.9,5.0,4.5,5.0,4.7,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Commercial photography allowed', 'No parties or events', 'No smoking']",28,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free street parking', 'TV', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,citizenM Miami Worldcenter,"$160 
night
$160 per night",https://www.airbnb.com/rooms/646149845597169620?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=8e50ddab-438a-4b56-b535-d57e1ccee496,Hotel room in Miami,2,1,1,1.0,4.77 ,83,4.9,4.7,4.5,4.8,4.7,4.5,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'No parties or events', 'No smoking']",20,"['Wifi', 'Shared outdoor pool - available all year, open specific hours, rooftop', '43"" TV with Chromecast, standard cable', 'Elevator', 'Air conditioning', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,"Bright, stylish bedroom in Brickell - free parking","$100 
$84 
night
$84 per night, originally $100",https://www.airbnb.com/rooms/51153145?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-04&check_out=2023-06-09&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Private room in Miami,2,1,1,1.0,4.90 ,92,4.9,4.9,5.0,4.9,5.0,4.8,Superhost,"['2 guests maximum', 'Pets allowed', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",68,"['City skyline view', 'Courtyard view', 'Public or shared beach access', 'Kitchen', 'Fast wifi – 64 Mbps']"
Miami,Florida,South,1/1 with private entrance and kitchen near airport,"$57 
night
$57 per night",https://www.airbnb.com/rooms/28983670?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-20&check_out=2023-06-26&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Apartment in Miami Springs,3,1,1,1.0,4.90 ,212,4.9,5.0,5.0,4.9,5.0,4.9,Superhost,"['', '', '', 'Checkout before 12:00 PM', 'Self check-in with lockbox', 'No parties or events', 'No smoking']",49,"['Kitchen', 'Fast wifi – 286 Mbps', 'Dedicated workspace', 'Free driveway parking on premises – 1 space', '42"" HDTV with Roku, Amazon Prime Video, standard cable, Netflix']"
Miami,Florida,South,Cozy private room next to the MIA airport,"$60 
night
$60 per night",https://www.airbnb.com/rooms/23205162?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-12&check_out=2023-05-17&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Private room in Virginia Gardens,2,1,1,1.0,4.88 ,184,4.9,5.0,4.9,4.8,5.0,4.8,Superhost,"['2 guests maximum', 'No pets', 'Check-in: 3:00 PM - 11:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",17,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Air conditioning', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,Artsy Quiet Female Dorm in Central Location Miami,"$46 
night
$46 per night",https://www.airbnb.com/rooms/839736747480321058?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-03&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Shared room in North Miami,1,1,1,1.0,-,-,-,-,-,-,-,-,-,"['1 guest maximum', 'No pets', 'Check-in: 4:00 PM - 7:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'No commercial photography', 'No parties or events', 'No smoking']",14,"['Kitchen', 'Wifi', 'Free parking on premises', 'TV', 'Washer']"
Miami,Florida,South,Studio 3,"$70 
$58 
night
$58 per night, originally $70",https://www.airbnb.com/rooms/680585567537455071?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Guesthouse in Miami,0,0,0,0,4.79 ,61,,,,,,,Superhost,[],0,"['', '', '', '', '', '']"
Miami,Florida,South,Edgewater Bungalow King Queen Bed - 5 min Wynwood,"$68 
$60 
night
$60 per night, originally $68",https://www.airbnb.com/rooms/860499180852736265?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-14&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Apartment in Miami,4,1,2,1.0,4.67 ,3,4.7,4.3,4.7,4.7,4.3,4.3,-,"['4 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 8:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'Commercial photography allowed', 'No parties or events', 'No smoking']",47,"['Kitchen', 'Wifi', 'Free parking on premises', '50"" HDTV', 'Window AC unit', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Unavailable: Smoke alarm\nSmoke alarm']"
Miami,Florida,South,At Mine | Zen suite with a Queen + Two Twins,"$112 
$71 
night
$71 per night, originally $112",https://www.airbnb.com/rooms/639277455569069425?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-12&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Apartment in Miami,4,1,3,1.0,4.92 ,350,4.8,4.9,5.0,4.8,5.0,4.9,Superhost,"['4 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'No parties or events', 'No smoking']",21,"['Wifi', 'Dedicated workspace', 'TV', 'AC - split type ductless system', 'Hair dryer']"
Miami,Florida,South,Z - Comfort and Style 1 block away from the Bay 7,"$65 
$58 
night
$58 per night, originally $65",https://www.airbnb.com/rooms/811606797595227165?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Apartment in Miami,2,1,1,1.0,4.53 ,15,4.7,4.7,4.8,4.3,4.9,4.7,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Commercial photography allowed', 'No parties or events', 'No smoking']",28,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free street parking', 'TV', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,Clear Room #2 ONLY 1 GUEST + free parking,"$56 
$41 
night
$41 per night, originally $56",https://www.airbnb.com/rooms/12172001?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-13&check_out=2023-05-18&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Private room in Virginia Gardens,1,1,1,1.0,4.73 ,328,4.8,4.8,4.9,4.8,4.9,4.7,-,"['1 guest maximum', 'No pets', 'Check-in: 4:00 PM - 9:00 PM', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No parties or events', 'No smoking']",47,"['Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV with Apple TV, Netflix, Amazon Prime Video', 'Central air conditioning']"
Miami,Florida,South,⭐⭐⭐⭐⭐5 MINUTES MIAMI AIRPORT 10 MINUTE MIAMI BEACH,"$81 
$59 
night
$59 per night, originally $81",https://www.airbnb.com/rooms/23250820?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-21&check_out=2023-05-26&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Home in Miami,4,1,2,1.0,4.78 ,316,4.8,4.9,4.9,4.8,4.9,4.7,Superhost,"['4 guests maximum', 'No pets', 'Check-in after 4:00 PM', 'Checkout before 10:00 AM', 'Self check-in with lockbox', 'No commercial photography', 'No parties or events', 'No smoking']",45,"['Wifi', 'Free parking on premises', '32"" TV with Netflix, Roku, standard cable', 'Free washer', 'Free dryer']"
Miami,Florida,South,Comfortable two bedroom apartment.,"$70 
$57 
night
$57 per night, originally $70",https://www.airbnb.com/rooms/566237412000867144?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-29&check_out=2023-06-03&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Guest suite in Miami Gardens,4,2,3,1.0,4.73 ,67,4.8,4.8,4.9,4.6,4.9,4.8,-,"['4 guests maximum', 'No pets', 'Check-in: 4:00 PM - 1:00 AM', 'Checkout before 10:00 AM', 'Self check-in with keypad', 'No parties or events', 'Smoking is allowed']",53,"['Kitchen', 'Fast wifi – 59 Mbps', 'Dedicated workspace', 'Free parking on premises', 'HDTV with Netflix']"
Miami,Florida,South,"Room on the famous 8th Street of Miami “LA TIA""","$81 
night
$81 per night",https://www.airbnb.com/rooms/690749154685904060?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Private room in Miami,2,1,1,1.0,4.97 ,32,5.0,4.9,4.9,5.0,4.9,4.9,Superhost,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",54,"['Courtyard view', 'City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,Calle Ocho One-Bedroom Apartment,"$90 
night
$90 per night",https://www.airbnb.com/rooms/880243839319224007?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-06-16&check_out=2023-06-21&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Apartment in Miami,3,1,2,1.0,-,-,-,-,-,-,-,-,Superhost,"['3 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with keypad', 'No commercial photography', 'No parties or events', 'No smoking']",51,"['Kitchen', 'Wifi', 'Free parking on premises', '50"" HDTV with Roku, Amazon Prime Video, Netflix, HBO Max, Apple TV, Hulu, Disney+', 'Washer', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,Room with bathroom GRAY - Wynwood,"$70 
night
$70 per night",https://www.airbnb.com/rooms/877084605644033902?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-07&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Private room in Miami,2,1,1,1.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'No pets', 'Check-in: 11:00 AM - 3:00 PM', 'Checkout before 11:00 AM', 'Quiet hours', 'Self check-in with smart lock', 'Commercial photography allowed', 'No parties or events', 'No smoking']",50,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,Tiny APT Close Sunlight Stadium.,"$51 
night
$51 per night",https://www.airbnb.com/rooms/829910652818794460?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Apartment in Miami,1,1,1,1.0,5.0 ,11,4.9,5.0,5.0,5.0,5.0,5.0,Superhost,"['1 guest maximum', 'No pets', 'Quiet hours', 'Commercial photography allowed', 'No parties or events', 'No smoking']",42,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free street parking', 'TV']"
Miami,Florida,South,Unit 1 - Close to Wynwood & Miami Design District,"$56 
night
$56 per night",https://www.airbnb.com/rooms/722640831093581129?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Guest suite in Miami,2,1,1,1.0,4.80 ,5,3.8,4.8,4.8,4.6,5.0,4.6,-,"['2 guests maximum', 'No pets', 'Flexible check-in', 'Checkout before 10:00 AM', 'Self check-in with smart lock', 'No parties or events', 'No smoking']",25,"['Wifi', 'Free parking on premises', 'TV with Netflix', 'Window AC unit', 'Private patio or balcony', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,Charming place in Coconut Grove. Central in Miami,"$117 
$102 
night
$102 per night, originally $117",https://www.airbnb.com/rooms/34961474?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-08&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Townhouse in Miami,6,2,4,1.0,4.56 ,103,4.5,4.6,4.8,4.5,4.8,4.4,-,"['', '', '', 'Checkout before 11:00 AM', 'Self check-in with keypad', 'No commercial photography', 'No parties or events', 'No smoking']",51,"['City skyline view', 'Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises']"
Miami,Florida,South,"Warm, Upscale Unit 2","$57 
night
$57 per night",https://www.airbnb.com/rooms/881097443745601035?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=4c07772e-d3ba-4c49-bd3b-d9dbd1cb9ce8,Home in Dania Beach,2,1,1,1.0,-,-,-,-,-,-,-,-,-,"['2 guests maximum', 'No pets', 'Check-in after 3:00 PM', 'Checkout before 10:00 AM', 'Quiet hours', 'Self check-in with keypad', 'No commercial photography', 'No parties or events', 'No smoking']",33,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'TV']"
Miami,Florida,South,One Miami VIII Free Parking,"$82 
$63 
night
$63 per night, originally $82",https://www.airbnb.com/rooms/587217522372288772?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-01&check_out=2023-05-06&previous_page_section_name=1000&federated_search_id=48afe786-94a3-4be1-8efe-35ea2caddc83,Private room in Miami,2,1,1,1.0,4.51 ,77,4.5,4.6,4.4,4.5,4.3,4.5,-,"['2 guests maximum', 'Pets allowed']",18,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free parking on premises', 'Shared pool', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm']"
Miami,Florida,South,Nordic Room,"$30 
night
$30 per night",https://www.airbnb.com/rooms/42694899?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-09&check_out=2023-05-14&previous_page_section_name=1000&federated_search_id=48afe786-94a3-4be1-8efe-35ea2caddc83,Private room in Davie,0,0,0,0,5.0 ,7,,,,,,,-,[],0,"['', '', '', '', '', '', '']"
Miami,Florida,South,Delightful #7 king bed cozy room shared bathroom,"$43 
$28 
night
$28 per night, originally $43",https://www.airbnb.com/rooms/597515120572585998?adults=1&children=0&enable_m3_private_room=false&infants=0&pets=0&check_in=2023-05-08&check_out=2023-05-13&previous_page_section_name=1000&federated_search_id=48afe786-94a3-4be1-8efe-35ea2caddc83,Private room in Miami,2,1,1,1.0,4.44 ,27,4.5,4.5,4.8,4.2,4.7,4.5,-,"['2 guests maximum', 'Pets allowed', 'Check-in after 4:00 PM', 'Checkout before 10:00 AM', 'Self check-in with lockbox', 'No parties or events', 'No smoking']",66,"['Kitchen', 'Wifi', 'Dedicated workspace', 'Free driveway parking on premises – 1 space', 'Pets allowed']"
